Speaker,Sentences
[OTH],"Hey, Cartman, what does ""fingerbang"" mean, anyways?"
Cartman,"I heard it on HBO. It means, like, you know, when you... pretend to use your finger like a gun or something."
[OTH],"(Hm hm, noho, that's not what it means.)"
[OTH],Kenny says that's not what it means.
Cartman,"Okay, Kenny, what does ""fingerbang"" mean, then?"
[OTH],"(It's when you take your finger, and you stick it in a vagina and you stick it in again and again.)"
Cartman,"...What?! Who the hell would do that?! Jesus Christ! Grow up Kenny, would you?! Alright, boys, let's do it from the top. 1, 2, 3, 4!"
[OTH],"Now, I know that this is your first day on the job of mall security, rookie. Keepin' the law in a mall is just like any tough city, and especially because they don't let us have guns. It can be very dangerous."
Cartman,"Alright, guys. Let's do it like we rehearsed! We need energy! We need to be up!"
[OTH],"Excuse me, just where do you think you're goin'?"
Cartman,We're goin' to see the mall manager.
[OTH],Do you have the proper clearance?
[OTH],"Uh oh, mall cops."
[OTH],"You have to make an appointment first. Now move along, sir."
Cartman,"But we practiced for days. All we want to do is show the guy what we can do, so that maybe we'll have a chance to perform in the plaza of the-- Aagh! Aagh! Ooww! Ow! Oh! God-dammit..!"
[OTH],Jesus Christ!
Cartman,"Oh, God, I can't see!"
[OTH],"Move along, sir. Or I'll do it again. You see, you put your life on the line every day."
[OTH],"Well, I guess we can't get in to see the mall manager."
Cartman,The hell we can't! I'm not lettin' no washed-up law cops ruin my divine quest! Come on!
[OTH],Ey! What are you doin'?
[OTH],Nothin'. Just... shopping.
[OTH],"Move along, sir. You see, sometimes you gotta just do that. Keeps shoppers on their toes — try it."
[OTH],Ey! What are you doin'?
[OTH],Nothing. Why?
[OTH],"Move along, ma'am."
[OTH],That's what being a mall cop is all about. Hyeuup.
[OTH],Cool.
Cartman,Attention mall shoppers: the next twenty people to buy an orange smoothie will also receive a complimentary Nissan Sentra. Hurry up.
[OTH],"Jesus, they're gonna start a riot!"
Cartman,"Alright, guys, here we go. Hello, sir!"
[OTH],What? Hey. Who are you?
Cartman,We... are Fingerbang!
[OTH],O-o-oh. What? How'd you get in here? Hey.
Cartman,We would like to audition for you for a gig in the central plaza of your fine mall.
[OTH],What? O-oh. You wanna play at the mall? Like Tiffany?
Cartman,"Sort of like Tiffany, yes. Can we audition?"
[OTH],"Oh. Well, I guess. ...What?"
Cartman,"Alright! Let's do it, boys!"
[OTH],"I'm gonna fingerbang-bang you into my life
Girl, you like to fingerbang, and it's alright
I'm goin' to fingerbang-bang you ever-y night"
Cartman,"And girl you know you're cool, you're good, you're so much nicer, girl
You're good, You're gonna be--"
[OTH],"Alright, that's enough!"
Cartman,"--you're my fantasy, you fanta--"
[OTH],Thank you.
Cartman,"Well, so can we play here?"
[OTH],What?? ...No.
Cartman,No??
[OTH],Who?? No!
Cartman,Why not?!
[OTH],"Well uh, uh, oh... Right now there's a cheese and sausage cart in the plaza. And I would uh, I'd hate to have to move it off to the side for a while. What?"
Cartman,"You don't think we're any good, do you?!"
[OTH],"No. I mean, you're just not as good as sausage and cheese."
Cartman,"Well, come on guys. We gave it our best."
[OTH],Wow. That was your best?
[OTH],Wow. I feel so rejected.
[OTH],Yeah.
[OTH],There you are! You're the hoodlums who got on the intercom and started an orange smoothie riot!
[OTH],Uh-oh.
[OTH],I will now read you your mall rights! You have the right to shop at a variety of malls in all--
[OTH],Run for it!
[OTH],"Go get 'em, rookie!"
[OTH],Where is Stan?
[OTH],"Oh, he's over at Eric's house practicing for his boy band."
[OTH],What?! I specifically told him not to do that!
[OTH],"Now, Randy, calm down. It's just a silly little dream. They're not gonna actually make it."
[OTH],"And what if they do make it, Sharon? What if they do make it? Are you gonna be the one to tell 'im?!"
[OTH],"Mom, what's up Dad's ass?"
[OTH],"It's a long story, Shelly. Let's just say your father... has a lot up his ass right now."
[OTH],"Oh! Oh-h, hello Eric."
Cartman,"Problem, Chef. I have m-many problems."
[OTH],"Wellll, if you uhhh, come back in just a little bit, Eric, I'll see if I can help you out."
Cartman,I just don't know what I'm gonna do. Sometimes I wonder if God isn't toying with me.
[OTH],"Alright, Eric, what's the matter?"
Cartman,"Chef, God told me I was to start a boy band and make $10 million. The problem is, it isn't working. I mean, I feel the music burning inside me. But I just can't express it right, you know?"
[OTH],"Well, Eric, I, I think you were just focusin' in on the wrong thing. Boy bands aren't about music, boy bands are created by corporations to make money. They're all based on the Gomlich effect."
Cartman,What's the Gomlich effect?
[OTH],"The law of physics that states, ""If one girl screams for something, it will make other girls scream. And then, it grows exponentiously until all girls within a five-mile radius are screaming."""
Cartman,So how do boy bands use that?
[OTH],"All they do is make videos, showing tons and tons of girls screaming for the boy band. Once you get girls screaming, you can't stop 'em. They're crazy! Uh-uh, except for Lillith, of course."
Cartman,Thanks!
[OTH],"You're welcome. Now, go away!"
Cartman,Okay.
[OTH],A-and a cucumber in the pants never hurt either!
Cartman,Cucumber in the pants. Got it.
Cartman,"Alright, everybody, listen up! This is how this first shot is gonna work: The girls are standing here, and then the members of the band walk by looking cool. When you see us, you girls all scream like, ""Oh my God, it's Fingerbang! Oh my God!"" Okay?"
[OTH],"Are we gonna get paid now, or after?"
Cartman,"I'll pay you afterwards. Promise. Okay, Timmy, roll camera."
[OTH],Tiimmmaaayyy!
[OTH],"Dude, what's wrong with your leg?"
Cartman,"Huh? Oh, Chef says to put a cucumber down my pants for good luck."
[OTH],Ahhh. Wow. Woohoo. Yay.
Cartman,"Waitwaitwaitwait, cut!"
[OTH],Huhaaaaah!
Cartman,"Let's go crazier than that! I mean, you have to act like it's freakin' Leonardo DiCaprio!"
[OTH],We wouldn't give a rat's ass if Leonardo DiCaprio came walking past us.
[OTH],Yeah.
Cartman,Fine! Who would you go crazy for?
[OTH],...Matt Lauer.
Cartman,"...Okay, fine! Pretend that we're Matt Lauer."
[OTH],Oh... Okay.
Cartman,Roll camera!
[OTH],Timmuh!
[OTH],AAAGGGGHHH!
Cartman,Jesus Christ!
[OTH],Fingerbang-bang you ever-y night
Cartman,"Aaand cut! Alright, our video's complete. Through the grace of God I can now go back to that mall manager and show him what we've got!"
[OTH],"Okay, so where's our money?"
Cartman,"Oh uh, Kyle has it."
[OTH],"Stanley, what the hell are you doing?"
[OTH],We are making a music video.
[OTH],You get in the truck right now!
[OTH],"Dad, I was just a--"
[OTH],Get in the truck!
[OTH],"Dad, I did all my chores. Why can't I play with my friends?"
[OTH],"Stanley, it's just that there's better things you could be doing on a Saturday than singing and dancing. You could be watching TV or, laying in bed."
[OTH],"Dad, I like being in a boy band. I think it's interesting."
[OTH],"Well, there's plenty of other interesting you can do. Have you ever tried marijuana?"
[OTH],No.
[OTH],"Well, maybe it's time."
[OTH],Dad!
[OTH],Ey! What are you doin'?
[OTH],I've got a new strain of anthrax that I will soon unleash upon all of North America!
[OTH],"Move along, sir."
[OTH],Wuh?
Cartman,"Attention, shoppers: There are naked people at the orange smoothie machine. There are naked people at the orange smoothie machine."
[OTH],God dammit!
Cartman,Hello again!
[OTH],What? Oh. It's you. I don't like you.
Cartman,I know you didn't love our audition. But now we have a video.
[OTH],Oh. What?
Cartman,"If you would, sir, just watch this and prepare to be wowed!"
[OTH],Timmiihh!
Cartman,"Uh, god dammit..! Our camera guy kinda sucks, but this next shot we did was really cool."
[OTH],"Haaghh. Timmih, livin' a lie!"
Cartman,Son of a bitch!
[OTH],Hey. This video is dumb.
Cartman,You don't understand. Girls were going crazy for it. Please. This is what God want me to do. Ple-ease.
[OTH],"Alright alright. What? Well, I guess I can move the sausage and cheese cart off to one side. For a little while."
Cartman,Really? You will?
[OTH],"Only for twenty minutes, though."
Cartman,That's all we need! How about this afternoon at 3 o'clock?
[OTH],Oh. Okay.
Cartman,"Yes! Thank you sir, you will not be disappointed!"
[OTH],"Oh, Mrs. Cartman, I've been uh very bad. M'kay?"
[OTH],"You have been bad, so you're gonna have to drink from this glass."
[OTH],"Oh, yeah, that makes me hot, m'kay?"
Cartman,"Aw, Mom!"
[OTH],Wow. What?
[OTH],"It's not fair, Dad! Why can't I be in a boy band?"
[OTH],Because I said so!
[OTH],"Dad, Cartman said we're gonna perform at the mall at 3 o'clock. My friends are gonna be pissed off at me."
[OTH],"Let 'em be pissed off, then!"
[OTH],"I don't understand! Just let me go do this one thing, and I won't ever--"
[OTH],No!! NOOO!!
[OTH],Dad? What the hell is going on?
[OTH],...I was... I was 18 when my high-school men's choir performed at the grand opening of a sporting-goods store in Denver. I was just one of fifteen members and I had no idea that a record producer was in the audience.
[OTH],"Kid, can I talk to you?"
[OTH],Uh sure.
[OTH],"Heh, you were really great up there. Too good for a pissant choir in a pissant mountain town."
[OTH],"Ohh, thanks."
[OTH],Listen: I'm putting together a rock group. A vocal group called the Ghetto Avenue Boys. I think you would make a perfect member.
[OTH],What? Me? Do you like my singing that much?
[OTH],"Yeah, I think your mustache is perfect. How would you like to come to New York and start a singing career?"
[OTH],"Oh my God, I don't know. I mean, I still have another year of high school, and I--"
[OTH],"Hey, look, if you don't want it, I'll keep looking--"
[OTH],"No! Wait. I mean, ah-I'll think about it."
[OTH],I take it that means yes. Call me in the morning.
[OTH],And just like that I left everything. I dropped out of high school...
[OTH],See ya.
[OTH],...I said good-bye to my girlfriend...
[OTH],See ya.
[OTH],...And I left my family.
[OTH],See ya.
[OTH],"And suddenly there I was, thrown into a group with four other young men who I didn't even know."
[OTH],Take 112!
[OTH],"You've... got... it!
You know you've got... it What you've got is it!"
[OTH],"It's obvious to me, girl"
[OTH],"The songs were terrible. But believe it or not, the country ate them up. The next thing I knew, we were the biggest thing in the world."
[OTH],"Shirl! You've... got... it!
It... is what you've got, girl!
What you've got is it!"
[OTH],"Now, give it to me, 'cause..."
[OTH],"I had everything. A huge house, and all the women you can imagine. And then one day, just as quick as it started..."
[OTH],"Alright, guys, let's take it from the top."
[OTH],"Hey, Mr. Allens."
[OTH],Heh? Woh. Uh... R-Randy.
[OTH],Who are they?
[OTH],"These are the Avenue Ghetto Street Boys, my... new boy band."
[OTH],"But, w-we're still selling records, right?"
[OTH],"Look, kid, you're just getting a little... old to be in a boy band."
[OTH],I'm 19.
[OTH],"Get a life, Marsh! Alright, guys, let's take it from the top."
[OTH],"They said that after all the money we had made we were in debt to the studio, so they towed my car..."
[OTH],See ya.
[OTH],...the women all left...
[OTH],See ya.
[OTH],...and they took back my house.
[OTH],Ugh..!
[OTH],See ya.
[OTH],"The only thing I could do was come back to Colorado, and face everyone that I had abandoned."
[OTH],"Hey! Weren't you the guy in that stupid boy band, the Ghetto Avenue Boys?"
[OTH],"Sure, I remember you! You got it, baby... You got it, baby"
[OTH],"And so you see, Stanley, I... do know what I'm talking about."
[OTH],Jesus Christ. ...I never knew.
[OTH],"I didn't want you to know. Because now I'm a joke. Ever since then, I've wished every single day that I could go back to that moment when I was offered the job and say, ""No!"" Because all the fame and the money, the women... All it did was build me up, so that I could be knocked down harder than anybody in the world. That is what being in a boy band is all about, Stanley. It's people smothering you and embracing you and loving you and then spitting you out and throwing you away like you were last night's pork chops. Now we wander the Earth in disarray—us, New Kids on the Block, the Osmonds... We're all the same. And that... is why you can't go to the mall."
[OTH],...Oh-kay.
[OTH],Wow. There must be at least 20 people out there.
Cartman,Where the hell is Stan?!
[OTH],He'll be here. Stan wouldn't douche.
Cartman,"I swear to God, if he ruins this dream of mine I will have his nuts!"
[OTH],"Hey. Uh, are you gonna do that thing or what?"
Cartman,"Yes. Yes, sir, any second—we're just waiting on one more member."
[OTH],Well hurry up. I can't keep the sausage and cheese cart off this spot much longer.
Cartman,Yeah. We'll start right away. We'll have to do it without him.
[OTH],Hell no! I'm not being part of a four-member boy band! We'll look stupid!
[OTH],(Yeah!)
Cartman,"Oh, god-dammit!"
[OTH],Dad?
[OTH],Huh? Yeah?
[OTH],"Well... I just wanted to tell you... that I don't think you're a joke. I mean, whatever you used to be, you're just my dad. And you're the best dad I've ever had."
[OTH],"Come here, Stanley. Stan, it was wrong of me to try and stop you from joining a boy band without explaining why. I've made some mistakes in my life, and now... I have to let you make your own mistakes."
[OTH],Yeah.
[OTH],"You know, in a way, I think I was even jealous of you being in a boy band. Isn't that stupid?"
[OTH],Not really. Not any more stupid than some of the other stuff you've done.
[OTH],"Well, come on. I'll drive you down to the mall."
[OTH],Really?
[OTH],Yeah. I wanna see what you guys can do. And then we'll go buy you a small toy so that you can forget all about this.
[OTH],Alright!
[OTH],What's happening here?
[OTH],"I don't know, uh. I guess nothing."
[OTH],"Hm... Well, let's just walk away then."
Cartman,God dammit! People are walking away!
[OTH],"Alright, kids, uh, that does it. You're gonna have to move and make way for the sausage and cheese cart."
Cartman,Just another minute.
[OTH],Sorry. Get out!
Cartman,"Well God, I guess you got me again, didn't you? Hyeah, that was a good one, God. Hope it made you laugh, you sick bastard."
[OTH],What's that?
[OTH],It's Stan!
Cartman,"Oh, thank you God! Oh, praise his name!"
[OTH],"Dude, where the hell have you been?!"
Cartman,"Sir! We're all here now! Can we go on, please?"
[OTH],"Who? Well. Okay, I guess. But hurry up."
Cartman,"We will! Ladies and gentlemen, we are about to witness the next great boy band of the country! Someday you will all be among those who can say, ""I saw Fingerbang when they first performed at some crappy little mall."" And so, without further ado, all five members of the..."
[OTH],(Uff--!)
[OTH],"Oh my God, they killed Kenny!"
[OTH],You bastards!
Cartman,No! He can't be dead!
[OTH],"Dude, he's pretty dead."
Cartman,No! We were so close!
[OTH],"Alright, that's it, kids. Get out!"
Cartman,But we have to perform!
[OTH],"We don't have a fifth member, Cartman!"
[OTH],"Oh, yes we do."
Cartman,"Thank you all for your patience, and now get ready for Fingerbang!"
[OTH],"Fingerbang!
Bang bang Fingerbang-bang!
Bangbangbang I'm gonna fingerbang-bang you into my life
Girl, you like to fingerbang, and it's alright 'Cause I'm the king of fingerbang; let's not fight I'm goin' tuh fingerbang-bang you ever-y night Fingerbang-bang you ever-y night!"
Cartman,"Chuh! Yes! Yes! Thank you, yes!"
[OTH],We made two dollars.
[OTH],"You were great, Dad."
[OTH],Yeah. I guess I still got it in me a little.
[OTH],Can I get your autograph?
Cartman,"Ok-Okay, okay."
[OTH],"Hey, don't hassle the talent, ma'am."
[OTH],"I actually don't really know who they are, I was just getting an autograph and-- A-a-agg-g-ggh!"
[OTH],"Move along, ma'am. Eh, that was pretty good, kids. Maybe you can come perform at my Elks Club sometime."
Cartman,"Okay, yeah, maybe. God..! Now it's like everybody wants a piece of us."
[OTH],Yeah.
Cartman,"I don't know if I can handle all this fame. I mean, I always thought I'd wanna become famous, but now that I am, I don't know if I like it. I mean, I probably can't even walk through this mall right now without people goin', ""Oh my God, it's the Fingerbang guy! Oh my God!"""
[OTH],...Yeah. That's gonna suck.
[OTH],Yeah. I just wanna be a normal kid again. Have a normal life and appreciate what I have.
[OTH],"Well, I think you boys are very smart for your age. Come on. I'll buy you all an orange smoothie."
[OTH],I don't think they sell those anymore.
[OTH],"Hey, Cartman, do you think God's getting mad at you for not making $10 million?"
Cartman,"Aw, screw God. I'm not scared o' him. He's a pussy. You know I'm just kiddin', right? Heheyeah."
[OTH],"Tonight, Stellar Productions presents the boy band of the decade! It's Fingerbang, live from Madison Square Gardens!"
[OTH],"Fingerbang! Bang-bang!
Fingerbang-bang! Bangbangbang! I'm gonna fingerbang-bang you into my life
Girl, you like to fingerbang, and it's alright
'Cause I'm the king of fingerbang; let's not fight
I'm gonna fingerbang-bang you ever-y night"
Cartman,"And girl, you know that you're the only girl for me, girl
Girl, you're the girl of my fantasy
You're my girl, you're my girl"
[OTH],"Cartman, I want youuu!"
Cartman,My... girrrrrrrl...
[OTH],"Fingerbang!
Bang... Bang bang bang
Fingerbang-bang!
Bangbangbang!
I'm gonna fingerbang-bang--"
Cartman,"Yes! Yes! I'm a star! I'm a star! I'm-- Aaawww, I'm nobody! God-dammit! Wait a minute. Maybe that was a sign from God. That's it, isn't it? You want me to start a boy band so I can make $10 million, don't you? That's it!"
Cartman,"Gentlemen, thank you for coming. This is the beginning of a great time in our lives. God has finally spoken to me, you guys. And he has told me how I can make $10 million."
[OTH],...How?
Cartman,Boy band.
[OTH],Boy band?
Cartman,Boy band.
[OTH],I'm not being in any faggy boy band!
Cartman,"There's nothing faggy about $10 million, asshole! This was a message from God!"
[OTH],"Dude, we don't have any musical talent."
Cartman,"That didn't stop any of the other boy bands, dumbass! I've got prerecorded music we can sing to, just like they do. All we need to do is practice our choreography over and over and over!"
[OTH],(That sounds totally fuckin' stupid.)
Cartman,"Shut up, Kenny. And then, I know I can get us a gig at the South Park Mall. So everybody get in a straight line, we're gonna listen to a song from the top, and take it--"
[OTH],Wait a minute. There's only four of us.
Cartman,So?
[OTH],"So, all boy bands have five members."
Cartman,What?
[OTH],"'N Sync, Backstreet Boys, New Kids on the Block. All had five members."
[OTH],He's right.
Cartman,"Dammit! Okay, okay okayokayokay. We'll put off practice for now, and hold auditions for a fifth member. Get the word out that auditions will be tomorrow morning!"
[OTH],"Did you have fun at Eric's house today, Stanley?"
[OTH],"Well, I guess."
[OTH],What did you do?
[OTH],"Well, Cartman wants to start a boy band, so we're gonna rehearse and then try to perform at the South Park Mall."
[OTH],"Oh well, that sounds nice."
[OTH],"No, it does NOT sound nice! Stanley, you are gonna have no part in that boy band."
[OTH],"Well but, Dad, all my friends are doing it."
[OTH],"If all your friends jumped off a cliff, would you do that too?"
[OTH],Cartman says we can make $10 million.
[OTH],"You are not gonna be in a boy band, Stanley! AND THAT IS FINAL!"
[OTH],"Geez, what's up Dad's ass?"
[OTH],"Little Bunny Foo-Foo hoppin' through the forest Scoopin' up the field mice and boppin' 'em on the head Down came a white angel and she said ""Little Bunny Foo-Foo, I don't wanna see you Scoopin' up the field mice and boppin' 'em on the head""
So now I'm gonna turn you into a worm, mbuh, mBunny Foo-Foo... Eh, beh-POOF Little Wormy Foo-Foo crawlin' through the forest
Gettin scooped up by the field mice who mah-m then they bopped 'im on the head"
Cartman,"Eheh, thank you Butters. We'll let you know."
[OTH],"Ah, I can do it again."
Cartman,"We'll let you know, Butters."
[OTH],"Ahah-oo well, alright then."
Cartman,"Pffft! Oh my God, his intonation was so off!"
[OTH],It was?
[OTH],"Dude, I don't think I could sing any better than that."
Cartman,"Guys, if we're gonna impress the mall owner and get that gig, we'd better do it better than that. Next!"
[OTH],"Uhhh, next is Ike Broflovski."
Cartman,Kyle's brother?
[OTH],I promised my mom I'd let him try.
Cartman,Christ's sake..!
[OTH],What key?
[OTH],"G. Itsy bitsy spider, out the water spout--"
Cartman,Next!
[OTH],"Oh Danny Boy, the parson's callingClang, clang and clang"
Cartman,Next audition!
[OTH],"E F G, H I J K L-M-N-O-P"
Cartman,"Goddammit, NEXT!"
[OTH],"One on a teacher on a palm tree""G-U-B, When the teacher wanna punch me"""
Cartman,"Not the next song, the next PERSON! Aw, man, this is gonna be a long-ass day. Oh no! Nononononono! Sorry, Wendy, this tryout's for a boy band!"
[OTH],"Aw, come on, dude. Let her try."
Cartman,No way!
[OTH],"Come on, Cartman! You haven't liked anybody else!"
Cartman,"Okayokay, fine. Wow me."
[OTH],"Miiis-suuus Landers was a health nut; She cooked food in a wok
Mr. Harris was her boyfriend, and he had a great big-
Cock-a-doodle-doodle, the rooster just won't quit
And I don't want my breakfast, because it tastes like-
Shih tzus make good house pets; They're cuddly and sweet
Monkeys aren't good to have, because they like to beat their-
Meeting in the office or meeting in the hall,
The boss, he wants to see you so you can suck his
Balzac was a writer, he lived with Allen Funt
Mrs. Roberts didn't like him, but that's 'cause she's a-
Contaminated water can really make you sick
Your bladder gets infected, and blood comes out your-
Dictate what I'm saying, 'cause it will bring you luck
And if you all don't like it, I don't give a flying fuck!"
Cartman,"Thanks, Wendy. Don't call us. We won't call you either, heheh."
[OTH],"Dude, what are you talkin' about? That was awesome!"
Cartman,"Dude, she's a chick!"
[OTH],"Come on, nobody's gonna notice."
Cartman,"""Nobody's gonna notice""?! What about her huge freakin' hooters, huh?!"
[OTH],She's the best chance we have! I say she's in.
[OTH],Me too.
[OTH],(Me too.)
Cartman,"Oh, this is a democratic boy band, is it? Alright, fine! She's in until she screws up!"
[OTH],Yeah!
Cartman,Okaaay! You guys all ready to rehearse?
[OTH],"Cartman, it's six in the morning. Do we have to rehearse this early?"
Cartman,"We have to rehearse all that we can! Now, check this out: My mom made us costumes!"
[OTH],Costumes?
Cartman,"Yeah. This one's yours, Stan. This one is Kyle's. This one will cover up Wendy's hooters..."
[OTH],"Hey, Cartman, how come your costume has like, nose rings and facial hair?"
Cartman,"'Cause I'm like, you know, the tough one. Every boy band has to have the one member that, you know, is tough."
[OTH],I wanna be the tough one.
Cartman,"...Kyle, you are the sweet one. Will you please just cooperate and not--"
[OTH],I wanna be the tough one!
Cartman,You can't be the tough one because you're Jewish!
[OTH],Jews are tough!
Cartman,Since when?!
[OTH],"Since Abraham, fatass!"
Cartman,"Alright, fine! Here! Jesus Christ, I wonder if every boy band has to go through this!"
[OTH],"Hey, Cartman, what does ""fingerbang"" mean, anyways?"
Cartman,"I heard it on HBO. It means, like, you know, when you... pretend to use your finger like a gun or something."
[OTH],"(Hm hm, noho, that's not what it means.)"
[OTH],Kenny says that's not what it means.
Cartman,"Okay, Kenny, what does ""fingerbang"" mean, then?"
[OTH],"(It's when you take your finger, and you stick it in a vagina and you stick it in again and again.)"
Cartman,"...What?! Who the hell would do that?! Jesus Christ! Grow up Kenny, would you?! Alright, boys, let's do it from the top. 1, 2, 3, 4!"
[OTH],"Now, I know that this is your first day on the job of mall security, rookie. Keepin' the law in a mall is just like any tough city, and especially because they don't let us have guns. It can be very dangerous."
Cartman,"Alright, guys. Let's do it like we rehearsed! We need energy! We need to be up!"
[OTH],"Excuse me, just where do you think you're goin'?"
Cartman,We're goin' to see the mall manager.
[OTH],Do you have the proper clearance?
[OTH],"Uh oh, mall cops."
[OTH],"You have to make an appointment first. Now move along, sir."
Cartman,"But we practiced for days. All we want to do is show the guy what we can do, so that maybe we'll have a chance to perform in the plaza of the-- Aagh! Aagh! Ooww! Ow! Oh! God-dammit..!"
[OTH],Jesus Christ!
Cartman,"Oh, God, I can't see!"
[OTH],"Move along, sir. Or I'll do it again. You see, you put your life on the line every day."
[OTH],"Well, I guess we can't get in to see the mall manager."
Cartman,The hell we can't! I'm not lettin' no washed-up law cops ruin my divine quest! Come on!
[OTH],Ey! What are you doin'?
[OTH],Nothin'. Just... shopping.
[OTH],"Move along, sir. You see, sometimes you gotta just do that. Keeps shoppers on their toes — try it."
[OTH],Ey! What are you doin'?
[OTH],Nothing. Why?
[OTH],"Move along, ma'am."
[OTH],That's what being a mall cop is all about. Hyeuup.
[OTH],Cool.
Cartman,Attention mall shoppers: the next twenty people to buy an orange smoothie will also receive a complimentary Nissan Sentra. Hurry up.
[OTH],"Jesus, they're gonna start a riot!"
Cartman,"Alright, guys, here we go. Hello, sir!"
[OTH],What? Hey. Who are you?
Cartman,We... are Fingerbang!
[OTH],O-o-oh. What? How'd you get in here? Hey.
Cartman,We would like to audition for you for a gig in the central plaza of your fine mall.
[OTH],What? O-oh. You wanna play at the mall? Like Tiffany?
Cartman,"Sort of like Tiffany, yes. Can we audition?"
[OTH],"Oh. Well, I guess. ...What?"
Cartman,"Alright! Let's do it, boys!"
[OTH],"I'm gonna fingerbang-bang you into my life
Girl, you like to fingerbang, and it's alright
I'm goin' to fingerbang-bang you ever-y night"
Cartman,"And girl you know you're cool, you're good, you're so much nicer, girl
You're good, You're gonna be--"
[OTH],"Alright, that's enough!"
Cartman,"--you're my fantasy, you fanta--"
[OTH],Thank you.
Cartman,"Well, so can we play here?"
[OTH],What?? ...No.
Cartman,No??
[OTH],Who?? No!
Cartman,Why not?!
[OTH],"Well uh, uh, oh... Right now there's a cheese and sausage cart in the plaza. And I would uh, I'd hate to have to move it off to the side for a while. What?"
Cartman,"You don't think we're any good, do you?!"
[OTH],"No. I mean, you're just not as good as sausage and cheese."
Cartman,"Well, come on guys. We gave it our best."
[OTH],Wow. That was your best?
[OTH],Wow. I feel so rejected.
[OTH],Yeah.
[OTH],There you are! You're the hoodlums who got on the intercom and started an orange smoothie riot!
[OTH],Uh-oh.
[OTH],I will now read you your mall rights! You have the right to shop at a variety of malls in all--
[OTH],Run for it!
[OTH],"Go get 'em, rookie!"
[OTH],Where is Stan?
[OTH],"Oh, he's over at Eric's house practicing for his boy band."
[OTH],What?! I specifically told him not to do that!
[OTH],"Now, Randy, calm down. It's just a silly little dream. They're not gonna actually make it."
[OTH],"And what if they do make it, Sharon? What if they do make it? Are you gonna be the one to tell 'im?!"
[OTH],"Mom, what's up Dad's ass?"
[OTH],"It's a long story, Shelly. Let's just say your father... has a lot up his ass right now."
[OTH],"Oh! Oh-h, hello Eric."
Cartman,"Problem, Chef. I have m-many problems."
[OTH],"Wellll, if you uhhh, come back in just a little bit, Eric, I'll see if I can help you out."
Cartman,I just don't know what I'm gonna do. Sometimes I wonder if God isn't toying with me.
[OTH],"Alright, Eric, what's the matter?"
Cartman,"Chef, God told me I was to start a boy band and make $10 million. The problem is, it isn't working. I mean, I feel the music burning inside me. But I just can't express it right, you know?"
[OTH],"Well, Eric, I, I think you were just focusin' in on the wrong thing. Boy bands aren't about music, boy bands are created by corporations to make money. They're all based on the Gomlich effect."
Cartman,What's the Gomlich effect?
[OTH],"The law of physics that states, ""If one girl screams for something, it will make other girls scream. And then, it grows exponentiously until all girls within a five-mile radius are screaming."""
Cartman,So how do boy bands use that?
[OTH],"All they do is make videos, showing tons and tons of girls screaming for the boy band. Once you get girls screaming, you can't stop 'em. They're crazy! Uh-uh, except for Lillith, of course."
Cartman,Thanks!
[OTH],"You're welcome. Now, go away!"
Cartman,Okay.
[OTH],A-and a cucumber in the pants never hurt either!
Cartman,Cucumber in the pants. Got it.
Cartman,"Alright, everybody, listen up! This is how this first shot is gonna work: The girls are standing here, and then the members of the band walk by looking cool. When you see us, you girls all scream like, ""Oh my God, it's Fingerbang! Oh my God!"" Okay?"
[OTH],"Are we gonna get paid now, or after?"
Cartman,"I'll pay you afterwards. Promise. Okay, Timmy, roll camera."
[OTH],Tiimmmaaayyy!
[OTH],"Dude, what's wrong with your leg?"
Cartman,"Huh? Oh, Chef says to put a cucumber down my pants for good luck."
[OTH],Ahhh. Wow. Woohoo. Yay.
Cartman,"Waitwaitwaitwait, cut!"
[OTH],Huhaaaaah!
Cartman,"Let's go crazier than that! I mean, you have to act like it's freakin' Leonardo DiCaprio!"
[OTH],We wouldn't give a rat's ass if Leonardo DiCaprio came walking past us.
[OTH],Yeah.
Cartman,Fine! Who would you go crazy for?
[OTH],...Matt Lauer.
Cartman,"...Okay, fine! Pretend that we're Matt Lauer."
[OTH],Oh... Okay.
Cartman,Roll camera!
[OTH],Timmuh!
[OTH],AAAGGGGHHH!
Cartman,Jesus Christ!
[OTH],Fingerbang-bang you ever-y night
Cartman,"Aaand cut! Alright, our video's complete. Through the grace of God I can now go back to that mall manager and show him what we've got!"
[OTH],"Okay, so where's our money?"
Cartman,"Oh uh, Kyle has it."
[OTH],"Stanley, what the hell are you doing?"
[OTH],We are making a music video.
[OTH],You get in the truck right now!
[OTH],"Dad, I was just a--"
[OTH],Get in the truck!
[OTH],"Dad, I did all my chores. Why can't I play with my friends?"
[OTH],"Stanley, it's just that there's better things you could be doing on a Saturday than singing and dancing. You could be watching TV or, laying in bed."
[OTH],"Dad, I like being in a boy band. I think it's interesting."
[OTH],"Well, there's plenty of other interesting you can do. Have you ever tried marijuana?"
[OTH],No.
[OTH],"Well, maybe it's time."
[OTH],Dad!
[OTH],Ey! What are you doin'?
[OTH],I've got a new strain of anthrax that I will soon unleash upon all of North America!
[OTH],"Move along, sir."
[OTH],Wuh?
Cartman,"Attention, shoppers: There are naked people at the orange smoothie machine. There are naked people at the orange smoothie machine."
[OTH],God dammit!
Cartman,Hello again!
[OTH],What? Oh. It's you. I don't like you.
